index,0,1,Digit
0,28.66168,-15.635320000000002,7
1,23.849885999999998,5.6961427,2
2,35.874596000000004,14.134996,1
3,-8.176903,28.211214000000002,0
4,-12.827039,-47.102287,4
5,34.973858,16.857224,1
6,-4.5518117,-50.121502,4
7,-13.569510000000001,-22.558544,9
8,-16.649124,-0.49058652,5
9,21.269533,-37.336323,9
10,-10.973718,37.61835,0
11,-44.559765000000006,32.908085,6
12,8.205898,-29.477152,9
13,-14.224685000000001,36.038692,0
14,27.588620000000002,32.684020000000004,1
15,-41.606773,0.33727083,5
16,-6.148754,-29.915855,9
17,21.731659,-15.362607999999998,7
18,-41.600418,-22.125244,3
19,-6.9708896,-42.236990000000006,4
20,19.390839,-29.551113,9
21,-34.745059999999995,15.210289000000001,6
22,-43.49405,34.108536,6
23,-18.038303,8.59535,5
24,-12.069952,-36.816765000000004,4
25,3.3654683,45.90736,0
26,11.97494,-12.335005,7
27,-13.080695,-45.28485,4
28,-9.770594000000001,29.282455,0
29,24.38096,41.06106,1
30,-30.818047999999997,-16.418537,3
31,20.819597,38.404858000000004,1
32,-35.071507000000004,-25.586569,3
33,-31.222603000000003,38.783413,4
34,39.246902,-13.817251,7
35,12.934037,27.362765999999997,2
36,22.510262,-11.336530999999999,7
37,27.60785,40.666573,1
38,20.999551999999998,1.8544811,2
39,33.989456,28.695717,1
40,37.533159999999995,35.050964,1
41,28.51492,-12.821368,7
42,-5.3866787,-41.863056,4
43,13.644638,1.7044666000000002,2
44,-32.356809999999996,-13.593452,3
45,-26.11901,4.677382499999999,5
46,18.71837,41.51189,1
47,22.002625,15.045342000000002,2
48,-9.817141000000001,-42.90186,4
49,-18.700453,-42.77667,4
50,-24.931223000000003,18.621807,6
51,-42.058243,-22.17688,3
52,-14.710515,11.085851,5
53,-40.013016,1.6977900000000001,5
54,-39.693733,38.750440000000005,6
55,-10.162619,27.675175,0
56,-13.844327,-48.241478,4
57,33.1622,16.127626,1
58,4.3579597,-31.233490000000003,9
59,-5.793438,7.9667416,5
60,9.286885,-11.3464,7
61,7.370083999999999,4.752639299999999,8
62,-3.5971491,-28.30545,9
63,-18.040352,-7.9670606,3
64,37.775093,-17.976988000000002,7
65,-0.6015514,-31.200619,4
66,-44.401740000000004,33.582645,6
67,-11.132943,-47.030018,4
68,-27.78712,-21.186905,3
69,-1.4665529,50.162323,0
70,21.68507,-16.280676,7
71,-9.113648,42.70073,0
72,8.769397,28.418678000000003,2
73,27.480604,-33.99306,9
74,33.343212,35.354305,1
75,18.973368,-3.7655487,7
76,-34.456806,-13.254114999999999,3
77,23.955624,-1.6912310000000002,2
78,24.295994,-30.01277,9
79,36.791107000000004,-22.238134,7
80,9.612497,-16.243635,7
81,-36.06,23.18887,6
82,17.32471,17.937893,2
83,11.379325,-15.187349,7
84,-5.850781,-13.882107999999999,8
85,-8.785678,-48.786606,4
86,32.440388,-15.719589000000001,7
87,-36.163754,-25.881428,3
88,-42.861477,27.064445000000003,6
89,40.311054,13.956838000000001,1
90,-27.652303999999997,-16.01343,3
91,-32.264070000000004,19.412754,6
92,24.952548999999998,-36.275543,9
93,-23.703339,-15.536247,3
94,16.823792,38.35434,1
95,0.018148506000000002,-43.593605,4
96,19.748919,41.654728000000006,1
97,22.884329,-2.9451735,7
98,-33.409657,12.7932,6
99,-12.022551,-27.483837,9
100,-43.23167,30.79877,6
101,-12.441844,39.919407,0
102,-20.102627,4.818405,5
103,-17.989473,-43.159542,4
104,-17.155592000000002,-28.28381,9
105,-9.13968,-28.151436,9
106,8.574094,27.451239,2
107,39.897663,9.093633,1
108,-5.438769000000001,-21.286995,9
109,-4.413580400000001,-45.48287,4
110,-5.89473,1.2360492,8
111,32.940014,-7.5194945,7
112,-25.708506,-23.128504,3
113,-2.5328074000000003,-27.194595,9
114,22.401707000000002,-4.7772809999999994,7
115,10.700861,-31.152807,4
116,-5.078727,-37.516525,4
117,-21.341978,-43.208729999999996,4
118,9.507423,-32.85344,9
119,36.555626000000004,-4.6528363,2
120,-37.04809,8.664895,5
121,6.9411254,-50.787205,4
122,16.769920000000003,-7.72612,7
123,-34.584034,22.84111,6
124,19.131523,-21.016405,7
125,-3.9984898999999996,-27.000529999999998,9
126,-14.333835999999998,46.561478,0
127,-14.39451,5.3659945,5
128,-1.7433633999999998,-11.595467,8
129,-15.369226000000001,7.010075,5
130,-29.150745,26.587747999999998,6
131,-22.448885,29.835445,6
132,-34.56795,7.838610000000001,5
133,23.468397,-4.037158,7
134,-0.16909286,-4.533343,8
135,33.850597,28.64082,1
136,-11.595122,28.894884,0
137,44.67122,14.706375,1
138,-40.403507,30.629007,6
139,9.399696,-52.164555,4
140,-27.130882,15.499866500000001,6
141,12.930072000000001,-10.405519,7
142,-31.683687,-25.275204000000002,3
143,40.190872,29.480546999999998,1
144,34.714184,-13.870961999999999,7
145,24.407589,41.981525,1
146,1.4321078999999999,-10.378263,8
147,11.033712,22.977528,2
148,-7.280079400000001,30.147364000000003,0
149,12.61107,2.8348372000000004,2
150,-6.33089,-28.001946999999998,9
151,-15.525989000000001,-14.982331,9
152,-7.4016967000000005,8.430056,5
153,-24.714968,3.4303197999999995,5
154,21.686117000000003,29.735021999999997,1
155,-17.083088,12.055301,5
156,-43.70946,26.757070000000002,6
157,-12.179235,29.478325,0
158,-39.746097999999996,-4.0997376,3
159,-0.0007402305499999999,-34.247093,4
160,-8.956263,-35.153763,4
161,-23.7027,29.731483,6
162,-19.728775,4.228978,5
163,-18.425806,-42.400223,4
164,-44.704506,25.421787,6
