index,0,1,2,Digit
0,25.659218,-34.86156,-9.082487,7
1,31.08559,-25.983067,39.671146,2
2,-14.240717,-31.232496,-6.7853937,1
3,32.01002,-7.14795,3.1740155,0
4,25.465673,14.113455,-33.5191,4
5,-18.151781,-42.173958,-8.4333725,1
6,17.65431,12.0085945,-18.091253,4
7,2.4468539,-5.372897,-32.75191,9
8,-15.255099,19.940619,-8.014719,5
9,7.2719426,-13.968559,-49.43142,9
10,52.355785,-12.274764,6.7580395,0
11,-54.36834,8.760989,-5.871476,6
12,8.748086,-7.905959,-43.140568,9
13,46.411118,-11.253555,1.8228389,0
14,-17.293425,-32.551308,-4.873161,1
15,-22.214357,27.111944,2.2069285,5
16,6.6417994,-11.866268,-47.03101,9
17,26.907238,-35.908398,-8.852801,7
18,-14.644942,2.619203,16.154562,3
19,27.672934,17.236307,-30.758844,4
20,6.8507857,-11.466256,-28.018156,9
21,-47.289078,12.474735,-5.1020236,6
22,-42.782227,4.4361515,-6.1468654,6
23,-16.528711,27.957075,-12.882598,5
24,22.178717,11.744261,-27.184914,4
25,36.074413,-7.7149982,0.0825704,0
26,21.52696,-27.293447,-12.279297,7
27,36.498665,25.001654,-42.59437,4
28,46.959446,-9.714752,5.735976,0
29,-11.862802,-27.789204,-3.6796634,1
30,-30.097666,-11.252415,46.385365,3
31,-11.472009,-28.472494,-8.839449,1
32,-30.163488,-6.4195085,43.432667,3
33,39.944572,13.306806,-19.873987,4
34,25.613707,-41.804142,-5.997036,7
35,22.095854,-26.696083,43.799057,2
36,24.093084,-35.362278,4.8520684,7
37,-15.540204,-33.877,-6.7971034,1
38,13.972104,-19.003443,24.311192,2
39,-17.442974,-33.456112,-6.859654,1
40,-10.023387,-22.48223,-3.9512541,1
41,16.769855,-30.648087,9.776985,7
42,26.173435,14.473348,-34.39855,4
43,6.967335,-15.920052,16.80987,2
44,-17.804873,-8.925695,30.859314,3
45,-18.780794,25.16781,2.5006027,5
46,-10.396238,-26.555105,-5.906221,1
47,25.837177,-28.326265,56.173,2
48,25.691786,15.919943,-31.649836,4
49,30.122736,15.603927,-36.74773,4
50,-45.2774,6.909174,-6.680594,6
51,-29.329144,-12.714798,43.098656,3
52,-20.324207,29.533888,-10.2357025,5
53,-13.722518,20.587938,-6.0483074,5
54,-74.34146,11.154964,-8.511803,6
55,45.757427,-8.653801,5.6973104,0
56,39.9296,22.824615,-39.289036,4
57,-10.380115,-32.093,-4.65668,1
58,8.362216,-9.994944,-57.349243,9
59,-5.542722,12.493416,-10.758249,5
60,19.74324,-28.766161,-8.673174,7
61,-0.14704636,17.30117,23.176893,8
62,-0.76252735,0.8712153,-20.887545,9
63,-12.39833,-8.759882,28.264265,3
64,22.69544,-38.658424,-6.007969,7
65,13.284661,9.336071,-16.849401,4
66,-37.551598,3.385977,-8.064555,6
67,23.662409,15.995725,-34.744633,4
68,-25.11629,-6.9736342,35.23836,3
69,38.00802,-9.113093,1.8336091,0
70,22.065031,-33.578037,-5.88931,7
71,61.4293,-12.491527,6.798949,0
72,23.615835,-29.54089,45.809864,2
73,2.2572024,-7.504245,-28.693125,9
74,-15.509994,-30.197708,-6.9433722,1
75,28.564253,-41.775978,-11.40519,7
76,-23.956848,-8.061262,36.098194,3
77,21.727835,-23.642138,30.32054,2
78,2.3537633,-3.6673858,-18.545694,9
79,17.4989,-25.203905,-9.196162,7
80,24.973272,-27.476053,-16.453218,7
81,-42.43045,7.1453943,-8.085051,6
82,36.346664,-47.646,70.66246,2
83,28.68839,-36.712833,-11.536285,7
84,-0.5923084,17.294294,16.74546,8
85,27.733545,13.327802,-28.907822,4
86,21.79311,-29.718767,-11.890665,7
87,-20.160772,-14.914785,37.523617,3
88,-59.41083,8.417467,-8.7346,6
89,-15.549773,-29.31446,-4.6156583,1
90,-26.537985,-4.785906,36.271954,3
91,-53.516106,9.190702,-6.9230347,6
92,3.2410831,-1.2954017,-20.030523,9
93,-17.432478,-7.3255606,24.436024,3
94,-14.023307,-27.629597,-6.5216117,1
95,13.290587,11.645613,-17.656042,4
96,-5.19644,-17.01715,-9.065861,1
97,16.037468,-30.970896,1.0252084,7
98,-32.666054,5.47811,-7.937559,6
99,4.879642,-11.307375,-52.23177,9
100,-46.109394,7.563168,-6.963798,6
101,43.511368,-8.890104,3.0993454,0
102,-28.31497,38.781624,-5.599134,5
103,37.779602,24.972483,-37.35513,4
104,1.9928888,-3.901265,-40.925655,9
105,1.734532,-6.3017235,-43.37611,9
106,29.476704,-25.354279,44.928005,2
107,-21.503012,-30.474405,-4.9683895,1
108,5.0724015,-3.8244085,-39.284306,9
109,30.91469,21.83412,-35.743557,4
110,6.010895,23.131489,28.722971,8
111,13.949939,-27.860594,-2.4014616,7
112,-26.296566,-8.584729,37.639305,3
113,0.60712266,-6.729168,-38.664722,9
114,20.668083,-27.535353,-5.900843,7
115,6.1040273,7.6701956,-16.186895,4
116,21.857058,14.897648,-32.385845,4
117,36.286934,20.960243,-35.477783,4
118,2.614159,-4.479228,-25.060415,9
119,10.0803385,-11.899856,31.315016,2
120,-20.15005,28.800045,-10.625099,5
121,15.430369,11.477798,-18.38693,4
122,20.868216,-24.694223,-8.195524,7
123,-53.223907,5.153837,-10.610594,6
124,29.908262,-22.504778,-24.547907,7
125,3.133052,-2.1566436,-27.023056,9
126,22.48483,-6.3218846,-0.16873172,0
127,-21.135609,31.54732,-13.12735,5
128,-2.5006115,26.915854,28.999449,8
129,-21.601881,34.926056,-17.09549,5
130,-46.94287,6.6349716,-7.7940154,6
131,-56.40812,5.7117915,-9.352835,6
132,-19.99888,26.269001,-4.605936,5
133,24.497496,-35.085495,-9.588177,7
134,4.878918,26.191664,29.76285,8
135,-18.331339,-37.810165,-6.8234687,1
136,48.375362,-11.51483,7.2110615,0
137,-14.545502,-27.551157,-5.9872375,1
138,-67.38637,6.5053353,-7.5124826,6
139,18.067312,11.734497,-28.581099,4
140,-38.813084,2.7000983,-5.584524,6
141,31.253891,-39.52508,-9.6745825,7
142,-18.389719,-12.987531,35.700363,3
143,-19.456087,-37.352467,-8.218422,1
144,20.289831,-28.020844,-8.439001,7
145,-14.793365,-30.722437,-5.999416,1
146,-2.9931967,20.281609,22.52448,8
147,21.754465,-25.212553,53.06765,2
148,49.553963,-8.985392,6.4233546,0
149,4.0538383,-9.672261,15.343607,2
150,2.8607833,-6.177999,-45.960896,9
151,-2.075451,-2.99211,-11.189556,9
