index,0,1,Digit,Epoch,Acc
0,17.849188,19.783468,7,90,0.9811000227928162
1,0.0,270.85397,2,90,0.9811000227928162
2,140.13922,0.0,1,90,0.9811000227928162
3,401.42322,185.01494,0,90,0.9811000227928162
4,0.0,0.0,4,90,0.9811000227928162
5,165.4618,0.0,1,90,0.9811000227928162
6,0.0,0.0,4,90,0.9811000227928162
7,8.2535515,29.711445,9,90,0.9811000227928162
8,140.5092,102.862015,5,90,0.9811000227928162
9,8.0510025,26.627123,9,90,0.9811000227928162
10,431.80585,193.98096,0,90,0.9811000227928162
11,541.25507,98.43558,6,90,0.9811000227928162
12,8.509793,26.219173,9,90,0.9811000227928162
13,453.2375,191.61728,0,90,0.9811000227928162
14,120.204056,0.0,1,90,0.9811000227928162
15,197.14418,146.513,5,90,0.9811000227928162
16,11.711683,32.358215,9,90,0.9811000227928162
17,19.43714,21.099264,7,90,0.9811000227928162
18,142.71199,289.6802,3,90,0.9811000227928162
19,0.0,0.0,4,90,0.9811000227928162
20,11.267921,22.846617,9,90,0.9811000227928162
21,354.89374,68.244194,6,90,0.9811000227928162
22,330.25134,69.43941,6,90,0.9811000227928162
23,193.80473,139.25513,5,90,0.9811000227928162
24,0.0,0.0,4,90,0.9811000227928162
25,442.127,185.10423,0,90,0.9811000227928162
26,17.836052,17.506054000000002,7,90,0.9811000227928162
27,0.0,0.0,4,90,0.9811000227928162
28,393.73303,172.4996,0,90,0.9811000227928162
29,119.70749,0.0,1,90,0.9811000227928162
30,139.99205,636.7454,3,90,0.9811000227928162
31,143.50781,0.0,1,90,0.9811000227928162
32,149.45387,557.3326,3,90,0.9811000227928162
33,0.0,0.0,4,90,0.9811000227928162
34,19.836077,17.45491,7,90,0.9811000227928162
35,0.0,189.79866,2,90,0.9811000227928162
36,6.8235784,15.846075,7,90,0.9811000227928162
37,159.20561,0.0,1,90,0.9811000227928162
38,0.0,173.70908,2,90,0.9811000227928162
39,122.24042,0.0,1,90,0.9811000227928162
40,97.458954,0.0,1,90,0.9811000227928162
41,12.058477,7.645030499999999,7,90,0.9811000227928162
42,0.0,0.0,4,90,0.9811000227928162
43,0.0,95.92493,2,90,0.9811000227928162
44,112.1848,399.34473,3,90,0.9811000227928162
45,167.71017,121.384315,5,90,0.9811000227928162
46,156.54851000000005,0.0,1,90,0.9811000227928162
47,0.0,254.41855,2,90,0.9811000227928162
48,0.0,0.0,4,90,0.9811000227928162
49,0.0,0.0,4,90,0.9811000227928162
50,436.66962,80.79898,6,90,0.9811000227928162
51,156.94498000000004,616.2923,3,90,0.9811000227928162
52,205.41098,148.97322,5,90,0.9811000227928162
53,152.6388,108.41121,5,90,0.9811000227928162
54,748.0921599999998,183.13565,6,90,0.9811000227928162
55,440.40143,184.99414,0,90,0.9811000227928162
56,0.0,0.0,4,90,0.9811000227928162
57,125.489235,0.0,1,90,0.9811000227928162
58,6.778621,28.472837,9,90,0.9811000227928162
59,109.56412,86.1983,5,90,0.9811000227928162
60,23.108812,19.969156,7,90,0.9811000227928162
61,159.76025,296.08313,8,90,0.9811000227928162
62,17.022108,33.182697,9,90,0.9811000227928162
63,100.017365,391.93845,3,90,0.9811000227928162
64,24.215094,23.29704,7,90,0.9811000227928162
65,0.0,0.0,4,90,0.9811000227928162
66,410.45096,73.86841,6,90,0.9811000227928162
67,0.0,0.0,4,90,0.9811000227928162
68,180.57895,694.80695,3,90,0.9811000227928162
69,403.39386,172.45215,0,90,0.9811000227928162
70,18.683907,20.573671,7,90,0.9811000227928162
71,640.2816,276.0302,0,90,0.9811000227928162
72,0.0,189.06818,2,90,0.9811000227928162
73,16.1165,40.40717,9,90,0.9811000227928162
74,112.3308,0.0,1,90,0.9811000227928162
75,30.979706,34.30537,7,90,0.9811000227928162
76,149.99562,597.3022,3,90,0.9811000227928162
77,0.0,145.76288,2,90,0.9811000227928162
78,13.514045,38.811016,9,90,0.9811000227928162
79,18.831532,19.302364,7,90,0.9811000227928162
80,17.578651,17.041737,7,90,0.9811000227928162
81,399.01227,72.87657,6,90,0.9811000227928162
82,0.0,287.88464,2,90,0.9811000227928162
83,21.564156,20.395126,7,90,0.9811000227928162
84,146.63022,238.64919,8,90,0.9811000227928162
85,0.0,0.0,4,90,0.9811000227928162
86,17.870855,21.151007,7,90,0.9811000227928162
87,78.94266999999998,374.02747,3,90,0.9811000227928162
88,568.019,112.141,6,90,0.9811000227928162
89,113.986244,0.0,1,90,0.9811000227928162
90,169.56905,655.85004,3,90,0.9811000227928162
91,459.9791,86.718704,6,90,0.9811000227928162
92,0.0,9.198621,9,90,0.9811000227928162
93,98.088524,432.57574000000005,3,90,0.9811000227928162
94,130.67876,0.0,1,90,0.9811000227928162
95,0.0,0.0,4,90,0.9811000227928162
96,82.97480999999998,0.0,1,90,0.9811000227928162
97,22.305826,19.117592,7,90,0.9811000227928162
98,255.44112,41.40753,6,90,0.9811000227928162
99,11.439247,34.687529999999995,9,90,0.9811000227928162
100,441.97046,81.12058,6,90,0.9811000227928162
101,517.7099599999998,212.80641,0,90,0.9811000227928162
102,231.23116,157.97351,5,90,0.9811000227928162
103,0.0,0.0,4,90,0.9811000227928162
104,20.392378,43.453606,9,90,0.9811000227928162
105,17.706223,46.3035,9,90,0.9811000227928162
106,0.0,140.40874,2,90,0.9811000227928162
107,218.90569,0.0,1,90,0.9811000227928162
108,6.9340899999999985,27.088156,9,90,0.9811000227928162
109,0.0,0.0,4,90,0.9811000227928162
110,276.43158,419.8653,8,90,0.9811000227928162
111,13.940752,11.666586,7,90,0.9811000227928162
112,127.34845,545.425,3,90,0.9811000227928162
113,19.683651,49.97455,9,90,0.9811000227928162
114,20.092339000000006,20.469557,7,90,0.9811000227928162
115,1.099215,12.43906,4,90,0.9811000227928162
116,0.0,0.0,4,90,0.9811000227928162
117,0.0,0.0,4,90,0.9811000227928162
118,9.70912,25.957977,9,90,0.9811000227928162
119,0.0,88.79124499999998,2,90,0.9811000227928162
120,208.38612,153.26677,5,90,0.9811000227928162
121,0.0,0.0,4,90,0.9811000227928162
122,14.594307,14.591957,7,90,0.9811000227928162
123,469.40308,71.575554,6,90,0.9811000227928162
124,6.6769366,3.652685,7,90,0.9811000227928162
125,4.9649105,24.082344,9,90,0.9811000227928162
126,393.55054,186.3382,0,90,0.9811000227928162
127,247.19238,173.385,5,90,0.9811000227928162
128,234.5139,367.70532,8,90,0.9811000227928162
129,234.78546,165.25842,5,90,0.9811000227928162
130,402.83655,79.023155,6,90,0.9811000227928162
131,445.58038,81.97176999999998,6,90,0.9811000227928162
132,224.54002000000003,153.99098,5,90,0.9811000227928162
133,22.14137,22.3187,7,90,0.9811000227928162
134,293.54376,458.85434,8,90,0.9811000227928162
135,147.67213,0.0,1,90,0.9811000227928162
136,390.0435,168.54384,0,90,0.9811000227928162
137,112.811066,0.0,1,90,0.9811000227928162
138,563.6894,103.97302,6,90,0.9811000227928162
139,0.0,0.0,4,90,0.9811000227928162
140,347.1204,63.644337,6,90,0.9811000227928162
141,17.592627,18.83976,7,90,0.9811000227928162
142,98.47818,382.79813,3,90,0.9811000227928162
143,174.9387,0.0,1,90,0.9811000227928162
144,23.073095,20.396582,7,90,0.9811000227928162
145,155.12587,0.0,1,90,0.9811000227928162
146,187.79045,299.1355,8,90,0.9811000227928162
147,0.0,262.73712,2,90,0.9811000227928162
148,504.64612,217.13194,0,90,0.9811000227928162
149,0.0,99.10913,2,90,0.9811000227928162
150,14.497496,40.93988,9,90,0.9811000227928162
151,19.07555,49.792698,9,90,0.9811000227928162
152,207.68661,150.64471,5,90,0.9811000227928162
153,165.13387,119.70088,5,90,0.9811000227928162
154,134.54023999999998,0.0,1,90,0.9811000227928162
155,208.47054,156.6299,5,90,0.9811000227928162
156,485.44067,93.114975,6,90,0.9811000227928162
157,353.5387,152.07076,0,90,0.9811000227928162
158,41.868973,239.34016,3,90,0.9811000227928162
159,0.0,0.0,4,90,0.9811000227928162
160,0.0,0.0,4,90,0.9811000227928162
161,516.8411,94.155396,6,90,0.9811000227928162
162,314.7273,217.43454,5,90,0.9811000227928162
163,0.0,0.0,4,90,0.9811000227928162
164,253.49048,42.919857,6,90,0.9811000227928162
165,241.05226,169.94672,5,90,0.9811000227928162
166,0.0,0.0,4,90,0.9811000227928162
167,122.72554,84.60568,5,90,0.9811000227928162
168,153.9984,0.0,1,90,0.9811000227928162
169,0.0,0.0,4,90,0.9811000227928162
170,0.0,0.0,4,90,0.9811000227928162
171,17.533587,16.142654,7,90,0.9811000227928162
172,0.0,250.92995,2,90,0.9811000227928162
173,132.38124,450.5875,3,90,0.9811000227928162
174,0.0,228.75531,2,90,0.9811000227928162
175,7.880078,7.1790614,7,90,0.9811000227928162
176,102.69939,0.0,1,90,0.9811000227928162
177,105.2522,167.1916,8,90,0.9811000227928162
178,170.65108,0.0,1,90,0.9811000227928162
179,208.2444,364.85468,8,90,0.9811000227928162
180,139.69482,0.0,1,90,0.9811000227928162
181,203.33446,317.72913,8,90,0.9811000227928162
182,169.73619,108.39254,5,90,0.9811000227928162
183,680.8222,297.42255,0,90,0.9811000227928162
184,139.44754,249.79184,8,90,0.9811000227928162
185,3.8718624,19.754162,9,90,0.9811000227928162
186,0.0,252.43604,2,90,0.9811000227928162
187,198.21574,160.27277,5,90,0.9811000227928162
188,632.8378,272.2854,0,90,0.9811000227928162
189,109.54133600000002,0.0,1,90,0.9811000227928162
190,86.86999499999997,0.0,1,90,0.9811000227928162
191,105.728424,0.0,1,90,0.9811000227928162
192,464.89563,201.27449,0,90,0.9811000227928162
193,19.274124,41.41129,9,90,0.9811000227928162
194,386.91656,164.25271999999995,0,90,0.9811000227928162
195,61.32501600000001,231.48291,3,90,0.9811000227928162
196,130.12012,0.0,1,90,0.9811000227928162
197,434.53082,77.25685,6,90,0.9811000227928162
198,0.0,0.0,4,90,0.9811000227928162
199,0.0,166.97408,2,90,0.9811000227928162
200,141.11597,483.43402,3,90,0.9811000227928162
201,642.91656,113.759346,6,90,0.9811000227928162
202,166.2998,0.0,1,90,0.9811000227928162
203,109.46117,0.0,1,90,0.9811000227928162
204,145.8145,0.0,1,90,0.9811000227928162
205,105.11338,397.83655,3,90,0.9811000227928162
206,8.2195635,27.382843,9,90,0.9811000227928162
207,135.75508,91.30867,5,90,0.9811000227928162
208,0.0,211.74924,2,90,0.9811000227928162
209,8.530084,25.441755,9,90,0.9811000227928162
210,0.0,0.0,4,90,0.9811000227928162
211,124.7209,170.02386,5,90,0.9811000227928162
212,14.59725,41.295033,9,90,0.9811000227928162
213,101.19862,430.59827,3,90,0.9811000227928162
214,21.165342000000006,51.345097,9,90,0.9811000227928162
215,367.23608,156.29243,0,90,0.9811000227928162
216,147.7419,622.66656,3,90,0.9811000227928162
217,228.80878,57.33122,6,90,0.9811000227928162
218,185.16441,131.39682,5,90,0.9811000227928162
219,186.20567,137.49738,5,90,0.9811000227928162
220,21.018389000000006,20.597279,7,90,0.9811000227928162
221,0.0,149.68826,2,90,0.9811000227928162
222,0.0,130.7991,2,90,0.9811000227928162
223,19.743393,19.05917,7,90,0.9811000227928162
224,107.15571,0.0,1,90,0.9811000227928162
225,0.0,146.97261,2,90,0.9811000227928162
226,158.06715,251.33951,8,90,0.9811000227928162
227,0.0,0.0,4,90,0.9811000227928162
228,132.61653,0.0,1,90,0.9811000227928162
229,16.076778,16.378155,7,90,0.9811000227928162
230,99.67555,408.94757,3,90,0.9811000227928162
231,138.13745,519.85364,3,90,0.9811000227928162
232,168.3257,250.74362,8,90,0.9811000227928162
233,114.65115,182.71896,8,90,0.9811000227928162
234,12.241856,11.996929,7,90,0.9811000227928162
235,13.6773815,31.539291,9,90,0.9811000227928162
236,0.0,247.21204,2,90,0.9811000227928162
237,0.0,288.7522600000001,2,90,0.9811000227928162
238,0.0,0.0,4,90,0.9811000227928162
239,150.47066,0.0,1,90,0.9811000227928162
240,197.17964,137.88217,5,90,0.9811000227928162
241,31.74533,59.31466999999999,9,90,0.9811000227928162
242,102.67497,160.92062,8,90,0.9811000227928162
243,23.378086,25.950405,7,90,0.9811000227928162
244,0.0,127.2888,2,90,0.9811000227928162
245,55.01715,307.45105,3,90,0.9811000227928162
246,574.30005,264.25903,0,90,0.9811000227928162
247,0.0,11.445751,4,90,0.9811000227928162
248,0.0,0.0,4,90,0.9811000227928162
249,0.0,156.33829,2,90,0.9811000227928162
250,0.0,0.0,4,90,0.9811000227928162
251,89.51246,0.0,1,90,0.9811000227928162
252,11.604351,40.197056,9,90,0.9811000227928162
253,199.32582,144.30438,5,90,0.9811000227928162
254,19.700256,20.678,7,90,0.9811000227928162
255,12.211168,14.253134,7,90,0.9811000227928162
256,0.0,130.31482,2,90,0.9811000227928162
257,98.635376,147.14206,8,90,0.9811000227928162
258,0.0,190.20398,2,90,0.9811000227928162
259,552.49786,167.48816000000005,6,90,0.9811000227928162
260,201.26,333.10495,8,90,0.9811000227928162
261,193.00536,143.50183,5,90,0.9811000227928162
262,22.35893,22.248745,7,90,0.9811000227928162
263,18.95105,18.296978,7,90,0.9811000227928162
264,0.0,5.974438,9,90,0.9811000227928162
265,134.23203999999998,0.0,1,90,0.9811000227928162
266,65.27636,100.52892,8,90,0.9811000227928162
267,148.3883,0.0,1,90,0.9811000227928162
268,123.76176,190.59447,8,90,0.9811000227928162
269,374.5637200000001,159.80031,0,90,0.9811000227928162
270,142.65348999999995,514.0011599999998,3,90,0.9811000227928162
271,397.99707,173.8276,0,90,0.9811000227928162
272,163.05865,0.0,1,90,0.9811000227928162
273,23.933699,59.124714,9,90,0.9811000227928162
274,17.073503,44.5575,9,90,0.9811000227928162
275,0.0,0.0,4,90,0.9811000227928162
276,184.79822,0.0,1,90,0.9811000227928162
277,159.24413,237.01796,8,90,0.9811000227928162
278,0.0,182.95367,2,90,0.9811000227928162
279,174.30693,0.0,1,90,0.9811000227928162
280,0.0,219.27292000000003,2,90,0.9811000227928162
281,7.39452,28.983246,9,90,0.9811000227928162
282,11.046027,13.175644,7,90,0.9811000227928162
283,204.90318,141.4638,5,90,0.9811000227928162
284,7.426064500000002,25.12204,9,90,0.9811000227928162
285,0.0,330.6667,2,90,0.9811000227928162
286,275.17395,63.10746999999999,6,90,0.9811000227928162
287,0.0,0.0,4,90,0.9811000227928162
288,137.88383000000002,0.0,1,90,0.9811000227928162
289,151.96071,111.48537,5,90,0.9811000227928162
290,58.555035,86.03615,8,90,0.9811000227928162
291,0.0,190.56009,2,90,0.9811000227928162
292,12.14494,35.013915999999995,9,90,0.9811000227928162
293,0.0,211.26227000000003,2,90,0.9811000227928162
294,388.42456,169.02036,0,90,0.9811000227928162
295,0.0,0.0,4,90,0.9811000227928162
296,657.2273,296.1868,0,90,0.9811000227928162
297,463.45798,195.4689,0,90,0.9811000227928162
298,0.0,308.99515,2,90,0.9811000227928162
299,253.36852,371.73657,8,90,0.9811000227928162
300,0.0,0.0,4,90,0.9811000227928162
301,32.230003,37.147724,7,90,0.9811000227928162
302,169.09576,0.0,1,90,0.9811000227928162
303,0.0,101.78019,2,90,0.9811000227928162
304,0.0,0.0,4,90,0.9811000227928162
305,609.8768,287.2297,0,90,0.9811000227928162
306,0.0,237.73792000000003,2,90,0.9811000227928162
307,31.123232,31.810165,7,90,0.9811000227928162
308,0.0,0.0,4,90,0.9811000227928162
309,127.42693,572.3197,3,90,0.9811000227928162
310,138.80917,482.63177,3,90,0.9811000227928162
311,463.63266,209.64902,0,90,0.9811000227928162
312,459.81866,195.8634,0,90,0.9811000227928162
313,135.20235,482.86407,3,90,0.9811000227928162
314,154.12935,0.0,1,90,0.9811000227928162
315,16.830782,43.14794000000001,9,90,0.9811000227928162
316,250.04985,42.345676,6,90,0.9811000227928162
317,220.0866,162.99002,5,90,0.9811000227928162
318,0.0,185.92432,2,90,0.9811000227928162
319,228.00816,182.31508,5,90,0.9811000227928162
320,1.1956415,12.174496,9,90,0.9811000227928162
321,5.2082934000000005,44.188225,2,90,0.9811000227928162
322,12.117548,33.599003,9,90,0.9811000227928162
323,196.8486,735.5645,3,90,0.9811000227928162
324,75.67511,43.776897,0,90,0.9811000227928162
325,0.0,0.0,4,90,0.9811000227928162
326,0.0,97.794525,2,90,0.9811000227928162
327,476.93777,204.10123,0,90,0.9811000227928162
328,17.576576,17.497567999999998,7,90,0.9811000227928162
329,142.82545,0.0,1,90,0.9811000227928162
330,147.0581,0.0,1,90,0.9811000227928162
331,0.0,258.87677,2,90,0.9811000227928162
332,179.86412,0.0,1,90,0.9811000227928162
333,221.57793,189.34705,5,90,0.9811000227928162
334,145.86131,593.6272,3,90,0.9811000227928162
335,147.04115,494.03827,3,90,0.9811000227928162
336,4.8144507,21.249098,9,90,0.9811000227928162
337,25.212627,33.44019,7,90,0.9811000227928162
338,155.08817,265.92435,8,90,0.9811000227928162
339,225.37119,58.35543000000001,6,90,0.9811000227928162
340,130.85143,198.47134,5,90,0.9811000227928162
341,221.20363,53.559902,6,90,0.9811000227928162
342,129.77700000000002,0.0,1,90,0.9811000227928162
343,185.30112,654.04266,3,90,0.9811000227928162
344,174.1212,272.11832000000004,8,90,0.9811000227928162
345,131.04387,0.0,1,90,0.9811000227928162
346,310.4276,129.03625,0,90,0.9811000227928162
347,200.00609,166.54918,5,90,0.9811000227928162
348,132.94234,0.0,1,90,0.9811000227928162
349,74.68509,237.77621,3,90,0.9811000227928162
350,117.113495,0.0,1,90,0.9811000227928162
351,218.37175,146.44807,5,90,0.9811000227928162
352,216.81183,174.02542,5,90,0.9811000227928162
353,463.1127,84.23945,6,90,0.9811000227928162
354,171.23705,0.0,1,90,0.9811000227928162
355,126.55989,208.71649,8,90,0.9811000227928162
356,264.2607,193.90236,5,90,0.9811000227928162
357,93.82347,0.0,1,90,0.9811000227928162
358,7.5597863,0.57165444,7,90,0.9811000227928162
359,5.546769599999998,14.516937,9,90,0.9811000227928162
360,0.0,0.0,4,90,0.9811000227928162
361,579.66425,96.52352,6,90,0.9811000227928162
362,0.0,145.5816,2,90,0.9811000227928162
363,0.0,166.8413,2,90,0.9811000227928162
364,219.38783,151.17033,5,90,0.9811000227928162
365,372.45737,152.99492,0,90,0.9811000227928162
366,267.20844,71.7993,6,90,0.9811000227928162
367,185.03389,127.08355,5,90,0.9811000227928162
368,250.00887000000003,51.32028,6,90,0.9811000227928162
369,117.533646,430.7518,3,90,0.9811000227928162
370,16.811638000000002,19.11478,7,90,0.9811000227928162
371,0.0,221.15192,2,90,0.9811000227928162
372,422.38937,189.82126,0,90,0.9811000227928162
373,159.97765,255.76726,8,90,0.9811000227928162
374,196.25479,310.52313,8,90,0.9811000227928162
375,275.19553,193.39449,5,90,0.9811000227928162
376,0.0,0.0,4,90,0.9811000227928162
377,132.52638000000002,0.0,1,90,0.9811000227928162
378,136.51137,0.0,1,90,0.9811000227928162
379,0.0,0.0,4,90,0.9811000227928162
380,602.0227,279.83954,0,90,0.9811000227928162
381,26.51332,140.8772,3,90,0.9811000227928162
382,158.77637,571.5908,3,90,0.9811000227928162
383,15.464693,15.911651999999998,7,90,0.9811000227928162
384,603.9548,109.72335,6,90,0.9811000227928162
385,146.12508,0.0,1,90,0.9811000227928162
386,383.86597,82.88856,6,90,0.9811000227928162
387,0.0,199.16035,2,90,0.9811000227928162
388,183.17805,0.0,1,90,0.9811000227928162
389,9.59378,28.163155,9,90,0.9811000227928162
390,0.0,143.07922,2,90,0.9811000227928162
391,121.21495,193.9654,8,90,0.9811000227928162
392,448.33206,91.094864,6,90,0.9811000227928162
393,132.33379,0.0,1,90,0.9811000227928162
394,5.5475135,18.444586,9,90,0.9811000227928162
395,237.72871,170.55272,5,90,0.9811000227928162
396,0.0,216.19382,2,90,0.9811000227928162
397,181.31462,145.10985,5,90,0.9811000227928162
398,0.0,0.0,4,90,0.9811000227928162
399,0.0,0.0,4,90,0.9811000227928162
400,0.0,116.74387,2,90,0.9811000227928162
401,203.5452,314.88428,8,90,0.9811000227928162
402,185.2021,670.2852,3,90,0.9811000227928162
403,59.687775,94.3349,8,90,0.9811000227928162
404,0.0,76.299225,2,90,0.9811000227928162
405,0.0,0.0,4,90,0.9811000227928162
406,133.94113000000002,99.453735,5,90,0.9811000227928162
407,446.4593,198.01746,0,90,0.9811000227928162
408,132.56633,527.39777,3,90,0.9811000227928162
409,110.73579,0.0,1,90,0.9811000227928162
410,23.965197,24.26132,7,90,0.9811000227928162
411,14.186104,13.603876,7,90,0.9811000227928162
412,120.41792,122.883156,5,90,0.9811000227928162
413,18.052298,18.602549,7,90,0.9811000227928162
414,12.815833,34.463604,9,90,0.9811000227928162
415,18.197083,17.832695,7,90,0.9811000227928162
416,167.10695,0.0,1,90,0.9811000227928162
417,9.30003,25.850222,9,90,0.9811000227928162
418,0.0,192.57062,2,90,0.9811000227928162
419,156.88725,0.0,1,90,0.9811000227928162
420,0.0,0.0,4,90,0.9811000227928162
421,0.0,107.230484,2,90,0.9811000227928162
422,10.236489,30.609724,9,90,0.9811000227928162
423,0.0,216.40979,2,90,0.9811000227928162
424,438.5006,195.30753,0,90,0.9811000227928162
425,0.0,0.0,4,90,0.9811000227928162
426,13.220121,31.928707,9,90,0.9811000227928162
427,147.85448,0.0,1,90,0.9811000227928162
428,0.0,0.0,4,90,0.9811000227928162
429,187.56905,290.92603,8,90,0.9811000227928162
430,199.23093,0.0,1,90,0.9811000227928162
431,130.48032,204.34558,8,90,0.9811000227928162
432,0.0,0.0,4,90,0.9811000227928162
433,251.04906,179.89783,5,90,0.9811000227928162
434,15.385065,40.163982,9,90,0.9811000227928162
435,50.323715,78.589035,8,90,0.9811000227928162
436,130.32503,200.29924,8,90,0.9811000227928162
437,161.96135,649.50604,3,90,0.9811000227928162
438,19.86702,19.133705,7,90,0.9811000227928162
439,348.7948,67.39654499999999,6,90,0.9811000227928162
440,509.74225,225.31277000000003,0,90,0.9811000227928162
441,525.7996,221.08026,0,90,0.9811000227928162
442,152.623,605.25665,3,90,0.9811000227928162
443,204.76225,84.37728,0,90,0.9811000227928162
444,0.0,144.57455,2,90,0.9811000227928162
445,240.86864,108.100395,6,90,0.9811000227928162
446,319.1002,57.32884,6,90,0.9811000227928162
447,0.0,0.0,4,90,0.9811000227928162
448,36.035484,78.06796,9,90,0.9811000227928162
449,153.77538,224.74306,3,90,0.9811000227928162
450,99.60119,275.38385,3,90,0.9811000227928162
451,123.42029,463.65186,3,90,0.9811000227928162
452,0.0,211.23862000000003,2,90,0.9811000227928162
453,180.33516,670.2547,3,90,0.9811000227928162
454,8.992188,27.915588,9,90,0.9811000227928162
455,159.71272,0.0,1,90,0.9811000227928162
456,0.0,102.479675,2,90,0.9811000227928162
457,210.84837,41.70587,6,90,0.9811000227928162
458,243.74141,384.38257,8,90,0.9811000227928162
459,328.5584,137.59264,0,90,0.9811000227928162
460,132.56783,101.73317,5,90,0.9811000227928162
461,520.0069,99.13021,6,90,0.9811000227928162
462,294.05515,56.42517,6,90,0.9811000227928162
463,577.6187,104.68402,6,90,0.9811000227928162
464,83.79849,307.56015,3,90,0.9811000227928162
465,159.57526,254.27673,8,90,0.9811000227928162
466,163.46559,262.41055,8,90,0.9811000227928162
467,0.0,141.70006999999995,2,90,0.9811000227928162
468,24.70452,29.481762,7,90,0.9811000227928162
469,188.98221,151.24707,5,90,0.9811000227928162
470,225.07649,356.14645,8,90,0.9811000227928162
471,10.815918,25.085289000000003,9,90,0.9811000227928162
472,497.53946,91.77594,6,90,0.9811000227928162
473,109.06489,0.0,1,90,0.9811000227928162
474,179.17866999999995,272.66092000000003,8,90,0.9811000227928162
475,0.0,0.0,4,90,0.9811000227928162
476,149.50826,0.0,1,90,0.9811000227928162
477,0.0,260.45923,2,90,0.9811000227928162
478,93.26097,69.57486,5,90,0.9811000227928162
479,2.5335822,22.92782,9,90,0.9811000227928162
480,183.74512,0.0,1,90,0.9811000227928162
481,10.113329,35.30907,9,90,0.9811000227928162
482,16.792156,16.427223,7,90,0.9811000227928162
483,163.28493,121.11487,5,90,0.9811000227928162
484,0.0,0.0,4,90,0.9811000227928162
485,312.9549,138.62115,0,90,0.9811000227928162
486,169.73991,275.8861,8,90,0.9811000227928162
487,8.614216,30.979042,9,90,0.9811000227928162
488,10.917444,28.573814,9,90,0.9811000227928162
489,142.35597,0.0,1,90,0.9811000227928162
490,351.41418,148.75708,0,90,0.9811000227928162
491,153.37785,119.82469,5,90,0.9811000227928162
492,8.309610000000001,257.4151,2,90,0.9811000227928162
493,224.47163,830.06177,3,90,0.9811000227928162
494,19.138388,20.550484,7,90,0.9811000227928162
495,39.030067,77.40698,8,90,0.9811000227928162
496,13.52434,39.34978,9,90,0.9811000227928162
497,0.0,0.0,4,90,0.9811000227928162
498,246.89294,102.65469,0,90,0.9811000227928162
499,226.81404,36.88402,6,90,0.9811000227928162
500,185.16533,809.6883,3,90,0.9811000227928162
501,12.321543,39.540493,9,90,0.9811000227928162
502,155.27417,122.38508600000002,5,90,0.9811000227928162
503,0.0,343.39014,2,90,0.9811000227928162
504,113.494736,0.0,1,90,0.9811000227928162
505,141.45773,499.19952,3,90,0.9811000227928162
506,145.07478,0.0,1,90,0.9811000227928162
507,123.56571,409.99103,3,90,0.9811000227928162
508,185.06552,41.24393,6,90,0.9811000227928162
509,213.0566,158.00217,5,90,0.9811000227928162
510,22.069427,23.518612,7,90,0.9811000227928162
511,0.0,0.0,4,90,0.9811000227928162
512,0.0,282.5158,2,90,0.9811000227928162
513,0.0,208.59915,2,90,0.9811000227928162
514,523.76245,98.0219,6,90,0.9811000227928162
515,101.07239,332.79318,3,90,0.9811000227928162
516,0.0,238.15404,2,90,0.9811000227928162
517,400.39294,73.03729,6,90,0.9811000227928162
518,280.89078,211.68027,5,90,0.9811000227928162
519,0.0,0.0,4,90,0.9811000227928162
520,114.33491,181.19061,8,90,0.9811000227928162
521,9.414107,30.488628,9,90,0.9811000227928162
522,27.13071,28.252827000000003,7,90,0.9811000227928162
523,133.79715,0.0,1,90,0.9811000227928162
524,124.2361,501.3497,3,90,0.9811000227928162
525,539.5267299999998,234.33727,0,90,0.9811000227928162
526,110.37215,467.58545,3,90,0.9811000227928162
527,162.89735,239.324,8,90,0.9811000227928162
528,96.86064,357.6986,3,90,0.9811000227928162
529,139.69286,0.0,1,90,0.9811000227928162
530,3.2382212000000004,15.763302,9,90,0.9811000227928162
531,111.04898,479.17624000000006,3,90,0.9811000227928162
532,0.0,0.0,4,90,0.9811000227928162
533,0.0,0.0,4,90,0.9811000227928162
534,325.12024,68.07185,6,90,0.9811000227928162
535,0.0,0.0,4,90,0.9811000227928162
536,0.0,214.05722000000003,2,90,0.9811000227928162
537,171.1682,0.0,1,90,0.9811000227928162
538,167.80366999999995,266.04376,8,90,0.9811000227928162
539,0.0,176.3933,2,90,0.9811000227928162
540,235.37926,174.48145,5,90,0.9811000227928162
541,0.0,0.0,4,90,0.9811000227928162
542,42.328926,66.88475,8,90,0.9811000227928162
543,76.25189,110.53667,8,90,0.9811000227928162
544,0.0,0.0,4,90,0.9811000227928162
545,261.0758,111.84175,0,90,0.9811000227928162
546,591.94543,261.3264,0,90,0.9811000227928162
547,0.0,169.99539,2,90,0.9811000227928162
548,110.732895,419.69983,3,90,0.9811000227928162
549,0.0,190.05273,2,90,0.9811000227928162
550,14.439037,16.484287,7,90,0.9811000227928162
551,18.456009,30.090967,7,90,0.9811000227928162
552,145.94415,69.38155,0,90,0.9811000227928162
553,234.87262,312.15408,8,90,0.9811000227928162
554,10.669115,8.745406,7,90,0.9811000227928162
555,0.0,0.0,4,90,0.9811000227928162
556,0.0,0.0,4,90,0.9811000227928162
557,16.216629,18.793768,7,90,0.9811000227928162
558,10.896453,31.959087,9,90,0.9811000227928162
